date,SPY,QQQ,IWM,EFA,EEM,TLT,GLD,DBC
2020-03-12,88.2369,115.7459,166.45,163.0276,110.8805,249.9953,299.2526,192.2065
2020-03-13,88.1983,114.7486,165.831,162.4964,108.751,250.7,297.8164,189.6576
2020-03-16,87.6304,114.0253,164.5218,163.3625,107.647,252.4144,298.3066,185.7374
2020-03-17,87.2214,113.1224,166.1075,162.1829,107.3715,251.0375,293.7033,186.9801
2020-03-18,87.5856,112.5758,162.5792,161.3192,106.3683,252.9094,292.0126,187.2473
2020-03-19,88.0059,110.9368,160.8317,159.4701,105.049,257.1037,296.7443,191.4004
2020-03-20,89.1641,112.3311,164.5055,160.9201,105.2166,258.0793,294.302,184.4957
2020-03-23,87.9522,110.8454,165.0748,158.5819,104.2582,260.2757,297.3671,186.9105
2020-03-24,87.431,110.0482,170.8321,158.5854,104.9955,264.3265,301.5071,192.2354
2020-03-25,87.0447,110.5424,170.2453,157.181,103.5681,264.7388,304.0074,192.7519
2020-03-26,86.9027,110.7348,171.7951,158.2895,103.0974,265.7624,305.0773,192.7346
2020-03-27,86.0914,109.7527,171.4513,155.7527,101.6838,265.7055,304.2298,195.171
2020-03-30,86.6934,111.9319,176.3441,156.0298,101.7137,262.6789,304.6783,199.434
2020-03-31,87.6091,113.658,179.3539,158.662,102.057,262.7636,307.487,202.4269
2020-04-01,87.7552,115.8859,183.0579,159.6255,103.8154,261.1402,302.8148,205.4586
2020-04-02,86.0189,113.9585,181.1642,159.067,102.1027,262.7323,304.7136,206.9676
2020-04-03,87.3453,116.0954,183.9812,159.7415,100.855,258.6986,304.5431,211.3925
2020-04-06,87.2547,116.8648,183.1349,160.4285,102.6449,257.7934,305.5593,212.107
2020-04-07,86.2167,115.7713,179.6479,158.9205,101.8014,254.8981,305.002,215.1599
2020-04-08,86.6472,116.1513,178.5329,160.5168,99.9648,256.3768,303.1875,211.6962
2020-04-09,87.4034,117.9075,176.9474,162.6552,99.867,255.5309,299.6155,211.7547
2020-04-10,88.2389,119.3262,174.8329,164.8758,99.4611,254.6848,300.5063,212.728
2020-04-13,88.4767,119.0107,174.3017,164.137,100.3277,257.1788,300.9812,212.8822
2020-04-14,89.1159,118.7643,174.4143,163.2041,100.1291,255.8741,295.0009,216.8318
2020-04-15,90.8046,120.2114,177.1486,165.7281,101.1923,257.0078,290.7442,214.4905
2020-04-16,92.0067,120.8764,180.6328,169.1592,102.1526,255.9094,294.069,220.9439
2020-04-17,88.9944,116.6403,175.8931,167.4166,97.957,257.5899,295.3925,220.5636
2020-04-20,88.4182,114.0377,174.7591,166.8756,99.1933,260.147,294.3602,220.5475
2020-04-21,88.8141,112.5428,172.948,167.8159,99.9242,259.8628,292.4425,221.9244
2020-04-22,87.3166,112.8248,171.6488,166.8201,97.576,258.9586,293.6698,219.8194
2020-04-23,88.2358,112.2057,171.6691,167.2174,97.9799,262.1836,291.4643,226.177
2020-04-24,89.1927,115.7355,173.2235,169.0114,100.1997,258.2229,290.4822,224.4119
2020-04-27,88.4003,114.8694,170.9032,167.7618,99.2735,258.5204,286.2861,220.4132
2020-04-28,89.1528,115.0369,170.0392,167.0005,101.3861,259.7517,285.544,215.5911
2020-04-29,88.4298,112.5907,167.5373,165.0108,104.1452,261.6954,282.0356,217.4005
2020-04-30,88.0631,111.8955,165.4202,163.3562,103.4289,260.1797,283.9592,221.1539
2020-05-01,89.5681,115.3357,167.4238,162.9986,104.0873,262.3988,285.9416,223.1484
2020-05-04,88.4412,116.4623,167.7972,162.6032,102.3947,262.073,284.0511,219.9547
2020-05-05,88.5812,117.1952,169.3403,163.0467,100.0982,262.0299,286.7689,219.2358
2020-05-06,87.749,114.0726,169.0765,161.9228,99.9765,264.1699,283.344,216.9537
2020-05-07,89.2679,115.2582,174.9332,166.1224,101.5131,261.445,286.4468,220.6341
2020-05-08,90.5308,115.1494,179.9299,168.5803,103.0659,264.5954,283.9462,218.0201
2020-05-11,89.534,116.2742,180.72,170.2499,104.2127,264.7452,285.3157,218.0954
2020-05-12,89.1538,118.6248,183.118,170.3701,103.8328,266.0456,291.298,224.0387
2020-05-13,88.6195,117.3409,179.6543,166.8797,101.5276,269.3812,294.8898,225.2108
2020-05-14,89.9639,118.4995,183.5792,169.4404,104.6083,267.8754,293.4388,218.0731
2020-05-15,89.7526,119.9932,181.8789,171.1389,104.3748,269.1238,286.3535,224.3632
2020-05-18,89.7891,118.6906,178.576,172.9473,103.2965,266.0128,284.3216,221.2452
2020-05-19,89.8083,118.0464,180.703,173.1349,101.7277,267.401,289.8738,225.3699
2020-05-20,88.9555,117.8865,177.219,169.7063,101.0612,268.8545,288.8108,225.1907
2020-05-21,89.103,117.8259,179.4265,171.0434,103.5122,270.2159,283.4651,225.6841
2020-05-22,89.4475,117.431,178.3057,172.3631,104.8417,272.4362,286.7773,226.3976
2020-05-25,90.4725,117.487,181.8803,175.0403,105.7775,273.2196,288.9159,225.9857
2020-05-26,89.9291,119.1,184.5926,177.2485,107.9735,274.8826,288.0871,226.2624
2020-05-27,90.2931,121.9337,186.8385,179.3411,110.3862,274.5558,287.8385,227.6608
2020-05-28,89.7929,121.4441,188.554,177.9161,110.414,272.216,285.498,230.096
2020-05-29,91.8364,124.1071,193.2564,179.483,116.5061,271.2679,287.3766,233.9405
2020-06-01,90.7282,121.6058,195.0317,178.4715,114.8093,271.2616,288.833,233.539
2020-06-02,91.4099,123.1729,199.3339,179.0159,117.6718,270.8449,286.1758,234.7801
2020-06-03,93.2482,124.3022,200.4224,183.2289,118.814,270.1895,288.4658,239.5605
2020-06-04,92.2913,123.0598,198.8578,179.7828,119.396,272.5242,287.8839,240.1702
2020-06-05,93.8685,126.2906,203.2771,183.5704,121.4344,268.7286,292.3026,241.8152
2020-06-08,93.8006,127.1618,204.9655,185.454,123.2492,264.0023,295.0429,245.2481
2020-06-09,94.1731,128.185,203.3899,186.5003,127.9756,261.6495,295.1197,244.0229
2020-06-10,94.4348,127.9706,204.2737,185.0178,129.3338,263.6283,294.0375,240.0536
2020-06-11,94.5042,127.4483,200.8571,181.7718,129.8693,260.6384,296.4922,242.6672
2020-06-12,94.8171,126.9475,195.1655,180.8785,128.5197,257.5339,295.8248,244.6225
2020-06-15,95.4898,128.4446,195.3323,180.659,129.2322,257.271,297.2403,247.6828
2020-06-16,97.7569,127.9922,196.5305,184.1389,129.3369,256.2008,302.4015,253.5578
2020-06-17,97.4892,130.0831,195.1242,183.2796,130.9808,255.2668,301.2102,249.664
2020-06-18,95.8877,129.1388,186.9344,182.921,131.4782,256.2836,306.619,252.0656
2020-06-19,95.9941,130.9676,186.918,182.2557,132.2903,256.2205,311.3812,252.7034
2020-06-22,96.3745,133.121,188.4783,184.253,136.117,253.3409,312.3632,250.0766
2020-06-23,96.1848,132.8885,188.2843,181.6161,139.24,255.0668,310.1541,244.6647
2020-06-24,96.9441,132.8552,190.7758,185.9882,140.7492,255.3185,313.2279,248.6398
2020-06-25,97.515,131.3968,193.2963,185.4767,141.408,252.7497,312.2076,247.371
2020-06-26,97.6552,129.867,192.5548,180.198,139.3318,254.6562,310.0483,244.9393
2020-06-29,97.3306,129.7561,193.1356,178.1062,137.8374,253.0376,310.7215,243.7443
2020-06-30,97.3506,127.2121,192.356,174.8444,134.1309,253.3528,306.7381,249.0698
2020-07-01,97.4335,128.2854,190.8791,174.4884,133.9372,254.588,307.8119,247.9515
2020-07-02,96.518,125.5659,191.8339,174.1243,133.9484,254.3439,308.6486,254.8978
2020-07-03,96.8268,124.6402,193.1766,172.7735,130.9292,256.4577,305.4441,255.8123
2020-07-06,93.435,122.2803,186.4427,168.0809,128.5486,261.3172,307.0945,252.6677
2020-07-07,92.1294,120.6852,182.5871,165.1956,128.8866,263.9001,307.0716,247.5904
2020-07-08,93.4171,121.4,186.0434,167.7437,130.1913,261.7073,310.3652,250.8046
2020-07-09,92.8681,119.9333,181.8404,168.5878,125.344,264.3941,309.4347,245.765
2020-07-10,93.0739,117.1567,180.4464,168.7686,125.4543,265.0321,308.8736,249.3095
2020-07-13,91.4018,114.6107,176.6419,167.0917,121.8841,262.6229,305.5526,252.8205
2020-07-14,92.4823,117.312,180.2374,167.3555,122.5946,260.8633,306.447,250.3667
2020-07-15,92.9754,116.5941,180.5055,167.3606,124.6738,260.5444,306.8274,254.4227
2020-07-16,93.2642,116.4922,183.2423,168.1459,121.5239,260.2462,309.7353,256.2651
2020-07-17,94.5107,116.5652,185.7593,170.569,122.7391,260.6044,309.9725,249.5625
2020-07-20,95.0467,116.6488,186.8321,173.117,125.7586,257.9847,317.0331,248.5849
2020-07-21,94.3963,117.7008,187.4122,173.1314,124.2877,260.8123,316.8598,246.8365
2020-07-22,94.0041,117.3731,184.4673,170.8329,122.4668,264.0842,314.1914,246.2417
2020-07-23,93.9994,115.7708,182.7345,172.081,125.1078,263.489,310.2668,240.288
2020-07-24,93.9063,115.6804,179.9758,172.3148,126.1195,262.1825,310.6389,238.1231
2020-07-27,92.7516,115.7774,180.6224,174.7586,127.6313,258.8744,308.6211,243.0351
2020-07-28,92.6711,114.1208,182.9734,174.7743,127.8552,258.9661,309.0668,243.4653
2020-07-29,93.3118,113.7791,183.7537,179.3835,129.6801,257.482,310.8246,241.3968
2020-07-30,93.7273,113.6173,185.8248,181.186,131.7826,256.9533,314.8699,245.7729
2020-07-31,94.9799,116.6215,190.0928,184.412,137.4961,260.1143,312.6564,248.7011
2020-08-03,94.4826,117.3314,186.6467,183.4769,134.8747,260.3742,315.2467,250.8805
2020-08-04,95.8801,120.224,188.1962,184.6438,136.801,260.1024,315.5676,251.9676
2020-08-05,97.7009,119.2331,187.19,186.1469,137.3442,259.6322,314.478,254.7674
2020-08-06,98.8653,120.2315,188.3999,187.7436,137.9746,260.8682,315.9674,257.1174
2020-08-07,98.5133,119.3306,188.1038,186.1217,138.915,260.9484,317.739,259.6324
2020-08-10,98.0223,118.1585,190.3097,186.3238,138.4637,260.6008,316.8207,258.2049
2020-08-11,97.3311,118.3739,188.2363,187.016,142.3329,259.1954,318.2706,262.1298
2020-08-12,97.4182,118.7415,189.1438,189.5471,145.4275,259.6421,322.2567,256.5652
2020-08-13,96.0341,115.7295,187.4552,188.0943,147.7939,258.356,323.7941,253.0844
2020-08-14,96.1274,115.5924,182.6067,188.141,144.3522,257.6186,325.4775,255.6665
2020-08-17,96.0578,114.5737,180.442,187.286,141.4778,257.95,326.7078,258.4809
2020-08-18,95.188,111.5658,177.8575,187.1512,138.4751,258.9847,323.9221,258.0644
2020-08-19,93.9744,110.2597,171.3154,186.3602,138.6202,258.2088,322.0075,261.9831
2020-08-20,93.3158,110.1916,171.7401,186.4657,137.1551,255.1744,316.6364,261.6816
2020-08-21,93.9503,110.8433,171.3662,187.5461,136.8134,256.2851,316.6157,257.1209
2020-08-24,95.0002,110.1217,171.4616,190.311,135.0511,254.4184,318.8164,257.202
2020-08-25,93.4097,108.4053,169.9772,186.885,136.8733,253.8058,317.4081,254.1031
2020-08-26,92.9694,107.5163,170.5635,187.6907,136.3127,254.299,313.5424,253.2747
2020-08-27,91.8166,106.2691,170.5653,186.7275,136.8004,254.7234,312.0012,246.3546
2020-08-28,94.1534,109.6094,173.2883,186.5587,137.2032,252.1563,314.1204,243.1527
2020-08-31,93.1624,108.2164,171.0548,182.9348,137.0483,248.9317,315.1715,246.4783
2020-09-01,91.9017,107.6719,171.4758,183.0546,133.7492,247.7647,315.0626,246.6594
2020-09-02,92.6103,110.0709,175.3735,186.2157,134.0618,247.4094,320.4565,242.31
2020-09-03,92.306,109.957,176.1321,187.5818,133.5649,250.5971,329.2982,243.1985
2020-09-04,92.7409,110.247,177.7338,190.1536,134.612,250.2484,327.6181,237.003
2020-09-07,92.9939,110.717,175.4989,191.0471,133.6142,248.0019,327.7625,238.3254
2020-09-08,93.0623,109.7322,174.8461,190.3938,136.4925,247.6808,329.2319,242.942
2020-09-09,94.1326,110.901,177.7198,192.3288,138.1689,245.0876,325.4333,238.1172
2020-09-10,93.6474,109.4386,178.0362,191.6006,136.1475,244.6954,327.6754,233.984
2020-09-11,94.8338,111.1244,179.7604,191.7357,138.681,244.2037,326.8815,229.6747
2020-09-14,93.6734,110.3298,180.3059,190.7652,136.5425,247.9057,328.2596,232.9283
2020-09-15,95.664,111.1588,181.975,191.2606,135.8644,245.4106,325.3357,235.7687
2020-09-16,95.4402,109.5969,181.8497,190.7009,137.751,247.8444,324.9607,239.2882
2020-09-17,94.4525,108.857,178.33,189.5988,133.0436,247.2845,318.7816,234.5902
2020-09-18,93.9173,107.7155,181.2684,191.9334,134.4199,248.9479,324.6039,237.0748
2020-09-21,93.3315,107.1067,181.678,193.1169,132.4334,249.3743,325.6705,239.3056
2020-09-22,91.6168,103.931,183.3635,191.9319,130.0379,251.4405,326.3424,236.3937
2020-09-23,91.6873,102.4299,187.3862,191.7434,132.8366,250.684,327.1118,237.7011
2020-09-24,89.8779,102.4237,182.7741,188.2878,130.9749,250.9164,321.9824,240.6861
2020-09-25,90.2783,103.107,180.9781,191.6268,133.1745,256.4542,322.2332,240.4364
2020-09-28,88.7697,101.7286,173.4088,191.7361,132.3591,257.7787,321.2445,242.9535
2020-09-29,89.1913,101.6718,176.6719,194.2124,134.1375,256.3898,320.6721,250.4437
2020-09-30,88.6504,99.5281,175.821,189.1169,132.3828,258.0395,315.4421,243.2756
2020-10-01,89.6404,99.3913,175.2589,188.7084,131.484,257.8442,313.4788,241.9384
2020-10-02,88.6372,98.5804,171.8634,187.6278,133.0984,258.6006,312.1492,236.6976
2020-10-05,89.6104,101.3841,174.2294,190.5895,136.2651,257.8123,312.8413,240.5994
2020-10-06,89.2879,101.3446,174.9676,189.9799,135.5098,261.3067,313.155,233.0608
2020-10-07,88.6056,101.1244,176.0387,189.2008,133.4481,263.9483,317.8731,231.5026
2020-10-08,88.7461,100.6102,177.7434,191.0235,133.2147,259.9142,319.9141,232.4801
2020-10-09,87.746,98.471,175.3187,186.9671,132.205,263.108,316.7741,228.8147
2020-10-12,87.5136,98.6482,175.1218,186.1796,134.1598,266.6738,322.4984,231.2186
2020-10-13,90.2276,100.2944,181.2621,189.3217,137.6111,266.8501,319.5065,235.1152
2020-10-14,90.6279,100.1439,182.9179,191.571,135.0935,265.4931,312.6267,234.078
2020-10-15,90.0102,100.3283,180.5433,192.741,136.2962,267.6795,309.6114,232.7411
2020-10-16,90.1984,102.2318,184.3821,195.1317,139.078,267.2106,311.5773,232.5516
2020-10-19,90.3712,103.2062,188.5845,196.3553,140.3432,267.0091,311.2692,230.1944
2020-10-20,89.4285,102.4359,185.8441,196.0145,141.2969,263.1024,307.3459,227.9601
2020-10-21,87.365,101.3564,183.2738,191.0738,137.1388,267.4616,305.3261,232.6506
2020-10-22,86.8459,102.6271,187.1422,194.5048,138.5256,269.2122,301.5501,230.8924
2020-10-23,86.1597,101.4818,182.6962,197.2242,136.3247,266.111,299.9964,238.4158
2020-10-26,87.3916,102.5184,187.6993,199.7048,139.576,267.9039,303.8938,235.4251
2020-10-27,87.9948,102.2626,186.4277,200.9438,140.5136,266.321,304.6725,241.0525
2020-10-28,87.2636,100.7647,184.876,197.998,141.0834,268.5219,308.3433,242.7686
2020-10-29,86.6801,100.3011,182.8088,195.9741,140.4531,270.232,305.7685,241.4118
2020-10-30,84.7648,97.7777,175.3936,191.4708,136.7402,269.5475,308.3475,241.0154
2020-11-02,85.1415,98.5016,174.2543,191.3534,135.9,268.5075,310.0394,242.5142
2020-11-03,84.4883,97.9502,176.0005,191.9815,135.2574,267.7848,311.6956,241.4647
2020-11-04,83.3837,98.5031,175.033,192.2417,134.081,266.9119,312.6869,243.6688
2020-11-05,84.3599,100.4484,175.8646,196.9275,137.666,264.2144,316.4078,245.167
2020-11-06,84.6619,102.2352,176.8487,198.728,141.2088,264.6414,317.6817,243.2705
2020-11-09,84.5908,102.2947,177.9507,196.3149,138.6486,266.227,315.2157,250.593
2020-11-10,83.3738,101.0795,177.7743,196.3396,136.536,266.8535,318.8578,253.7306
2020-11-11,84.0226,101.0327,174.9396,195.4612,137.5011,264.8548,318.97,253.4907
2020-11-12,84.9273,101.8019,181.57,195.5012,137.0203,269.6332,317.6446,257.8472
2020-11-13,85.6447,102.4781,182.7219,196.5381,138.2774,267.3004,320.4784,262.4991
2020-11-16,86.4217,102.2823,185.7772,198.4186,141.7285,267.6324,321.3498,263.7437
2020-11-17,85.3618,101.4892,182.7001,194.6067,141.9532,270.2938,320.7942,270.5253
2020-11-18,86.7894,102.3041,186.506,196.1071,146.6711,273.1968,319.0245,270.0689
2020-11-19,85.7557,100.8917,185.0215,192.4125,144.1663,275.7942,314.534,267.0501
2020-11-20,86.3188,101.7826,184.5909,194.8116,145.6007,276.0746,312.2265,267.2338
2020-11-23,86.5146,99.5274,179.8749,194.3531,142.1939,278.1137,310.9386,262.7501
2020-11-24,85.9663,98.7604,180.5399,191.1539,141.3917,276.4495,312.0393,261.0586
2020-11-25,87.4189,100.4775,180.5492,195.0562,144.0796,272.2905,311.7686,261.3242
2020-11-26,86.7811,99.3716,180.8545,196.009,145.3126,273.4751,315.0419,253.8507
2020-11-27,87.9189,100.7203,181.7356,196.1299,148.6751,274.8341,314.1192,253.4227
2020-11-30,88.5332,100.2438,180.3812,193.5899,150.5013,276.04,315.4693,259.1702
2020-12-01,88.9383,102.3462,184.2819,191.8905,148.8872,274.8976,314.4924,258.5749
2020-12-02,89.9982,103.596,184.9035,192.6461,148.0081,276.802,315.6518,258.1089
2020-12-03,90.4884,102.4211,182.3638,194.8905,148.7861,272.1836,313.3418,261.4415
2020-12-04,89.8368,99.7337,178.6661,192.231,149.1644,271.8741,312.4752,263.0957
2020-12-07,89.4947,100.0471,175.878,189.8938,148.4211,267.8786,312.8089,273.8606
2020-12-08,89.8109,100.19,176.8984,190.8098,146.3724,270.3502,310.7806,281.2501
2020-12-09,90.5839,99.2632,177.9802,189.5353,150.8437,271.5051,312.7639,286.961
2020-12-10,89.018,98.5199,175.7239,188.5106,150.0702,275.343,314.6937,289.6026
2020-12-11,88.0742,97.4306,174.1553,185.9926,149.3469,276.3348,316.7182,286.9851
2020-12-14,87.7324,97.642,171.9524,184.0832,146.5538,277.0393,315.8985,291.7182
2020-12-15,86.6485,98.2432,172.6811,184.3021,146.246,276.2246,317.7128,289.6444
2020-12-16,86.1698,97.3346,170.1443,185.0662,145.6214,276.5549,316.5035,291.5441
2020-12-17,85.2461,98.8405,168.1805,187.5884,145.8146,278.1915,320.9995,291.4134
2020-12-18,84.5208,96.6684,169.7214,185.0997,143.7401,279.4049,319.7603,291.2022
2020-12-21,85.0238,96.8288,170.9963,185.2938,144.6169,280.8438,318.3933,288.2956
2020-12-22,85.636,97.4045,174.5994,187.1943,144.6244,277.1387,320.7983,284.4441
2020-12-23,85.4677,99.4594,176.8996,188.8842,147.4266,275.4583,319.5163,283.7804
2020-12-24,85.2033,100.757,178.802,185.2137,148.6022,275.9933,321.0986,288.5857
2020-12-25,85.3554,102.2644,180.5841,185.5553,147.8008,274.2416,326.6914,284.7129
2020-12-28,84.55,100.7317,179.0839,183.7295,144.6789,274.4546,323.1207,288.2508
2020-12-29,83.3936,99.0406,176.9147,179.4928,143.767,274.3843,327.328,285.3428
2020-12-30,83.2376,97.288,174.6935,176.3919,141.8113,279.9234,326.2536,281.0276
2020-12-31,81.7442,95.9753,169.4642,174.7722,140.3109,281.06,329.7927,280.3276
2021-01-01,80.9472,96.2958,168.9146,173.541,137.1354,285.9862,331.8709,282.9853
2021-01-04,80.7381,96.1563,169.5501,174.917,135.4292,287.9522,331.6245,278.6495
2021-01-05,81.4804,96.8832,172.5054,176.3174,136.4862,285.4734,329.994,277.6859
2021-01-06,79.8146,96.2352,169.6304,175.7335,134.2048,286.2447,328.2034,281.5289
2021-01-07,79.5678,94.8172,170.9168,175.724,138.2287,286.8737,325.1315,279.5235
2021-01-08,79.5729,94.9383,168.2998,174.8221,139.2804,287.2333,326.5667,282.5952
2021-01-11,80.3335,94.3504,166.8114,175.0432,137.8322,284.7369,326.1822,279.1052
2021-01-12,80.5683,94.2258,162.46,176.1187,135.3825,280.0693,326.6918,284.0381
2021-01-13,79.0754,92.4706,159.8595,175.7541,134.3082,281.5852,321.6591,280.4879
2021-01-14,78.1277,90.9857,156.6094,174.0818,132.2697,282.6286,321.0866,278.7781
2021-01-15,78.5207,91.1711,155.0772,172.6989,134.2913,283.7022,323.3796,278.9828
2021-01-18,78.6195,92.2758,157.358,174.4512,135.9753,284.6338,326.2461,286.1298
2021-01-19,77.1271,90.0809,153.0392,172.2864,130.1675,288.3473,325.0261,283.064
2021-01-20,77.3509,90.7076,151.2322,174.4325,128.9775,285.2645,332.3892,282.0925
2021-01-21,77.8718,91.077,157.3911,174.6695,128.9127,284.4471,327.412,275.7214
2021-01-22,79.0378,91.5432,157.0976,173.4571,129.303,286.9082,325.6175,271.1515
2021-01-25,79.3381,92.0361,156.3613,175.4931,128.5644,285.5015,323.0431,274.4327
2021-01-26,79.1459,91.0443,154.1971,174.2134,128.1986,283.7141,322.9456,275.23
2021-01-27,78.7576,90.2998,153.8312,173.6579,126.2788,283.8144,330.1378,281.9302
2021-01-28,77.9536,88.5763,151.0117,173.579,124.7887,288.5383,331.3283,284.5853
2021-01-29,76.9859,88.21,149.7029,169.0392,122.9784,292.5984,326.9213,289.9766
2021-02-01,77.3159,88.9988,151.0814,172.9868,126.159,287.9155,329.1152,288.9071
2021-02-02,76.6958,87.3382,152.6908,170.8819,125.3525,288.475,328.5087,284.2243
2021-02-03,76.0663,87.7217,151.3852,171.7228,123.8614,287.0913,332.4999,291.7514
2021-02-04,74.7223,86.2164,150.0028,169.9549,124.6578,289.235,331.5114,291.269
2021-02-05,74.4649,85.3748,149.7454,169.0325,123.295,291.0622,331.477,297.4217
2021-02-08,74.0771,84.7067,151.4389,168.4371,124.2526,291.975,330.8146,296.3756
2021-02-09,72.7096,85.2204,152.7248,169.0657,122.906,292.9286,334.7581,307.3265
2021-02-10,73.6812,85.0185,152.8594,169.0432,123.4679,296.3046,334.817,308.2356
2021-02-11,73.643,86.4742,153.6798,169.0213,123.011,296.4285,338.1488,317.4455
2021-02-12,73.8106,85.9854,150.2088,172.1657,124.1318,293.5431,338.9496,322.2706
2021-02-15,74.6837,85.9958,150.2785,172.4184,125.489,296.0422,338.8736,323.4566
2021-02-16,75.4646,88.205,154.4616,173.3061,126.4345,299.9528,339.5137,323.7681
2021-02-17,74.7721,87.5408,154.3545,169.9094,124.3429,300.7115,335.4671,323.3085
2021-02-18,74.156,89.2892,154.0976,172.2707,124.6823,299.6857,334.3817,323.1213
2021-02-19,74.1831,90.1459,158.9997,173.0562,124.8172,300.3532,334.2177,322.5004
2021-02-22,74.7996,91.3091,160.3396,177.4708,123.9302,306.2848,336.8115,322.939
2021-02-23,74.1017,91.6057,156.802,176.2951,122.9934,307.8548,339.5109,325.9496
2021-02-24,74.1275,90.2067,155.6468,176.2655,122.6336,307.4204,341.546,332.1225
2021-02-25,74.6534,89.9897,155.8137,177.9726,123.6623,305.142,334.6558,331.9137
2021-02-26,75.0279,89.8128,157.8399,182.0387,125.228,303.7176,333.7513,337.0576
2021-03-01,74.3558,90.7159,158.7421,179.1435,126.4349,300.7674,331.317,342.417
2021-03-02,74.4421,89.2045,159.5139,179.2804,126.0839,302.1048,329.8995,341.4393
2021-03-03,74.3159,89.3724,158.2531,178.5472,124.1262,302.0824,329.1893,337.2702
2021-03-04,75.4415,90.0826,158.7658,178.8483,123.7379,303.0358,333.9713,341.0688
2021-03-05,75.3154,91.5504,154.6737,178.7856,124.3715,301.2631,335.9107,345.5646
2021-03-08,74.7909,92.3362,155.1602,178.0883,124.2615,301.492,331.9879,333.962
2021-03-09,74.8315,92.7244,155.5148,178.5101,123.5855,299.7655,333.99,328.4424
2021-03-10,74.3097,93.3017,152.6592,177.7074,121.7899,300.5983,335.1424,322.0299
2021-03-11,74.8363,94.3056,153.3631,176.4406,123.1572,296.2113,333.6435,322.0207
2021-03-12,76.5668,96.413,157.5362,180.6638,126.0341,297.1943,338.7247,318.7793
2021-03-15,74.9759,93.9665,157.8432,179.4837,125.2351,296.2538,335.4542,318.7552
2021-03-16,74.3917,93.7444,156.4911,178.9625,126.7641,297.0248,334.1004,313.5351
2021-03-17,74.1209,93.1195,155.9783,180.8515,125.613,293.6313,331.5925,312.3776
2021-03-18,75.0088,93.6377,154.9591,183.4478,127.652,296.8308,328.6563,307.2567
2021-03-19,75.1226,92.0077,154.1861,184.7811,127.9038,295.1615,323.9015,306.9421
2021-03-22,75.9925,92.5849,155.9563,187.031,129.142,294.4245,320.4596,303.3673
2021-03-23,77.2961,93.7931,157.6898,188.9117,127.3172,288.9668,322.332,307.9922
2021-03-24,77.5481,94.4338,158.04,190.9431,126.0953,286.7867,321.6098,309.5415
2021-03-25,77.965,97.0291,160.636,195.0305,126.0033,283.9631,320.8342,312.9564
2021-03-26,76.6364,95.1388,156.0505,193.092,122.989,287.2777,318.7098,313.7406
2021-03-29,78.3268,96.0438,160.4043,194.5928,124.9806,285.1816,324.2039,317.0544
2021-03-30,78.8801,94.8604,160.6264,195.3065,125.8733,285.5842,322.8673,317.6523
2021-03-31,79.9973,96.5238,162.3841,197.8825,127.6368,282.7269,320.2697,322.3282
2021-04-01,79.1246,94.8667,161.2211,197.7377,125.4176,279.465,317.9848,326.5103
2021-04-02,78.5035,94.8088,160.2981,196.5758,125.6989,281.6388,318.7376,327.2604
2021-04-05,78.5725,96.2783,161.7491,195.7827,128.4577,281.5207,318.1283,321.9327
2021-04-06,78.4914,94.8795,162.2518,198.1463,127.8114,282.8803,319.0878,328.7771
2021-04-07,79.2739,95.7098,163.6722,196.9015,127.1269,285.3948,321.449,323.3741
2021-04-08,78.768,97.694,164.831,196.8051,127.212,285.4045,321.0497,323.6342
2021-04-09,77.6269,96.9097,159.9438,192.1882,125.3044,287.472,318.389,323.1545
2021-04-12,78.1965,96.0755,159.0478,191.8653,125.3361,282.5408,320.6733,316.636
2021-04-13,77.5768,95.4471,156.2097,193.6871,122.6194,281.9582,310.8262,311.9227
2021-04-14,77.7505,94.1477,158.9545,195.3976,120.2929,285.6972,310.8718,309.5544
2021-04-15,76.5421,93.3478,152.8948,193.3287,120.274,284.0318,311.5934,308.5372
2021-04-16,76.6888,94.1799,155.7485,194.7293,122.602,285.3279,316.0147,309.8338
2021-04-19,76.031,89.7721,150.5771,191.4538,122.4586,290.8529,311.2716,307.8627
2021-04-20,76.934,90.1743,153.6613,190.5253,123.4659,288.3277,309.5392,318.7411
2021-04-21,76.3461,89.6029,147.836,192.1328,120.649,290.1096,306.8293,319.6222
2021-04-22,76.5286,89.7144,147.5369,194.3281,120.096,294.4735,302.0594,324.4916
2021-04-23,76.3948,89.707,149.7949,194.8533,117.9894,296.003,302.6108,328.8625
2021-04-26,78.0846,90.4592,152.8861,195.2215,117.0943,296.9331,305.4236,330.8399
2021-04-27,78.3337,89.4863,152.0438,194.4784,117.1214,293.0548,306.9481,332.0394
2021-04-28,77.6533,89.0764,147.94,192.5733,117.21,292.6083,304.7222,325.1854
2021-04-29,76.7186,88.7999,145.1053,191.9474,119.3431,292.7096,304.6492,322.6698
2021-04-30,77.7744,90.3773,149.3159,194.1864,120.5745,289.8242,304.433,320.4492
2021-05-03,78.0856,91.4423,149.5965,194.3389,119.1171,287.5091,305.1906,316.8507
2021-05-04,77.2172,91.2166,148.976,191.6846,118.6485,289.0325,308.8286,316.0683
2021-05-05,77.1951,91.8307,149.0066,194.4682,117.8622,289.7723,306.9499,308.1473
2021-05-06,76.1901,90.3204,144.684,192.8075,115.6413,291.4234,309.2533,301.3545
2021-05-07,76.729,89.5484,146.0273,194.2007,116.6358,291.6417,306.6702,304.8412
